person_id,positive_product_id,negative_product_id,negative_type,negative_distance
Monique,hannah-tee-1#Black,makeover-blouse#LimeGreen,hard,0.022857142857142854
Clementine,the-sleeveless-cross-over-blouse#White,voyager-stripe-crew#Stripe,hard,0.022857142857142854
Clementine,the-sleeveless-cross-over-blouse#White,makeover-blouse#LimeGreen,hard,0.022857142857142854
Palatina,sky-jumper-1#Clouds,cara-tee-2#Blush,hard,0.02436008474699353
Palatina,sky-jumper-1#Clouds,cara-tee-2#WhiteBlk,hard,0.02436008474699353
Mercy,belle-deep-v-mesh-top#Black,voyager-stripe-crew#Stripe,hard,0.01849710982658964
Mercy,belle-deep-v-mesh-top#Black,makeover-blouse#LimeGreen,hard,0.01849710982658964
Emma,belle-v-neck-forgiver-tunic#Charcoal,voyager-stripe-crew#Stripe,hard,0.020689655172413834
Emma,belle-v-neck-forgiver-tunic#Charcoal,makeover-blouse#LimeGreen,hard,0.020689655172413834
Mae-Lee,the-striped-top#BlueStripe,side-buttoned-sweater#Buttoned,hard,0.0066981036406044
Mae-Lee,the-striped-top#BlueStripe,voyager-stripe-crew#Stripe,hard,0.01849710982658964
Jess,layered-tee-2#Black,cara-tee-2#Blush,hard,0.02465728715728717
Jess,layered-tee-2#Black,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Anna,the-everyday-shirt#Cream,voyager-stripe-crew#Stripe,hard,0.022857142857142854
Anna,the-everyday-shirt#Cream,makeover-blouse#LimeGreen,hard,0.022857142857142854
Jess,the-cotton-bamboo-tank#DarkNavy,cara-tee-2#Blush,hard,0.02465728715728717
Jess,the-cotton-bamboo-tank#DarkNavy,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Emma,belle-v-neck-forgiver-tunic#DenimMarl,voyager-stripe-crew#Stripe,hard,0.020689655172413834
Emma,belle-v-neck-forgiver-tunic#DenimMarl,makeover-blouse#LimeGreen,hard,0.020689655172413834
Jess,the-cut-out-shoulder-blouse#White,cara-tee-2#Blush,hard,0.02465728715728717
Jess,the-cut-out-shoulder-blouse#White,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Nadine,amira-sweater#Cream,makeover-blouse#LimeGreen,hard,0.004790419161676662
Nadine,amira-sweater#Cream,pure-merino-fine-rib-v-neck#Charcoal,hard,0.02127438771274388
Sophie,the-relaxed-batwing-top#Denim%20Blue,side-buttoned-sweater#Buttoned,hard,0.0011363636363636576
Sophie,the-relaxed-batwing-top#Denim%20Blue,the-tie-front-top#Navy,hard,0.017934149184149185
Marnee,butterfly-kisses-tee#MustardStr,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Marnee,butterfly-kisses-tee#MustardStr,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Anna,aigli-top#White,voyager-stripe-crew#Stripe,hard,0.022857142857142854
Anna,aigli-top#White,makeover-blouse#LimeGreen,hard,0.022857142857142854
Laura,sugar-snaps-round-neck-layer-tank#White,cara-tee-2#Blush,hard,0.009805425338985667
Laura,sugar-snaps-round-neck-layer-tank#White,cara-tee-2#WhiteBlk,hard,0.009805425338985667
Fiona,sugar-snaps-throw-jacket#Black,natural-textured-poncho#Deeprain,hard,0.0198895027624309
Fiona,sugar-snaps-throw-jacket#Black,wonderland-blouse#Ink,hard,0.029034976521913555
Ljubenka,falling-for-you-cardi#Navy,the-uneven-hem-knit-1#Sage,hard,0.02003205128205128
Ljubenka,falling-for-you-cardi#Navy,natural-textured-poncho#Deeprain,hard,0.0222222222222222
Riina,the-tie-detail-hoody#FrenchBlue,voyager-stripe-crew#Stripe,hard,0.022857142857142854
Riina,the-tie-detail-hoody#FrenchBlue,makeover-blouse#LimeGreen,hard,0.022857142857142854
Olivia,the-sleeveless-cross-over-blouse#Mint,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Olivia,the-sleeveless-cross-over-blouse#Mint,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Fiona,belle-v-neck-forgiver-tunic#Navy,natural-textured-poncho#Deeprain,hard,0.0198895027624309
Fiona,belle-v-neck-forgiver-tunic#Navy,wonderland-blouse#Ink,hard,0.029034976521913555
Tia,the-cotton-bamboo-tank#DuckEgg,the-panel-luxe-top#BlkWhite,hard,0.014767454441367485
Tia,the-cotton-bamboo-tank#DuckEgg,the-panel-luxe-top#SilvWhite,hard,0.014767454441367485
Nikki,the-drape-tee-1#White,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Nikki,the-drape-tee-1#White,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Summer,stud-trim-long-sleeve-top#Mint,voyager-stripe-crew#Stripe,hard,0.025000000000000022
Summer,stud-trim-long-sleeve-top#Mint,natural-textured-poncho#Deeprain,hard,0.0318181818181818
Nathalie,the-everyday-shirt#Black,voyager-stripe-crew#Stripe,hard,0.01403508771929829
Nathalie,the-everyday-shirt#Black,makeover-blouse#LimeGreen,hard,0.01403508771929829
Riina,jordan-top#PearlBlue,voyager-stripe-crew#Stripe,hard,0.022857142857142854
Riina,jordan-top#PearlBlue,makeover-blouse#LimeGreen,hard,0.022857142857142854
Anna,layered-tee-2#White,voyager-stripe-crew#Stripe,hard,0.022857142857142854
Anna,layered-tee-2#White,makeover-blouse#LimeGreen,hard,0.022857142857142854
Laura,the-batwing-tee#FrenchBlue,cara-tee-2#Blush,hard,0.009805425338985667
Laura,the-batwing-tee#FrenchBlue,cara-tee-2#WhiteBlk,hard,0.009805425338985667
Georgia,the-cotton-bamboo-tank#DuckEgg,voyager-stripe-crew#Stripe,hard,0.011764705882352955
Georgia,the-cotton-bamboo-tank#DuckEgg,makeover-blouse#LimeGreen,hard,0.011764705882352955
Natalie,the-cross-over-blouse#Blue,natural-textured-poncho#Deeprain,hard,0.0222222222222222
Natalie,the-cross-over-blouse#Blue,voyager-stripe-crew#Stripe,hard,0.03333333333333338
Jess,belle-deep-v-mesh-top#Black,cara-tee-2#Blush,hard,0.02465728715728717
Jess,belle-deep-v-mesh-top#Black,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Fiona,belle-ls-free-fall-tee#Greenland,natural-textured-poncho#Deeprain,hard,0.0198895027624309
Fiona,belle-ls-free-fall-tee#Greenland,wonderland-blouse#Ink,hard,0.029034976521913555
Fiona,the-stripe-jersey-top#Blue,natural-textured-poncho#Deeprain,hard,0.0198895027624309
Fiona,the-stripe-jersey-top#Blue,wonderland-blouse#Ink,hard,0.029034976521913555
Ljubenka,the-open-sleeve-blouse#Berry,the-uneven-hem-knit-1#Sage,hard,0.02003205128205128
Ljubenka,the-open-sleeve-blouse#Berry,natural-textured-poncho#Deeprain,hard,0.0222222222222222
Stacey,juno-cardigan#GreyMarle,makeover-blouse#LimeGreen,hard,0.009467455621301801
Stacey,juno-cardigan#GreyMarle,cara-tee-2#Blush,hard,0.04007527669805984
Tia,the-cotton-bamboo-tank#Chambray,the-panel-luxe-top#BlkWhite,hard,0.014767454441367485
Tia,the-cotton-bamboo-tank#Chambray,the-panel-luxe-top#SilvWhite,hard,0.014767454441367485
Mercy,belle-ls-free-fall-tee#Greenland,voyager-stripe-crew#Stripe,hard,0.01849710982658964
Mercy,belle-ls-free-fall-tee#Greenland,makeover-blouse#LimeGreen,hard,0.01849710982658964
Maddy,the-long-sleeve-scoop-neck-tee#Grey,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Maddy,the-long-sleeve-scoop-neck-tee#Grey,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Clementine,the-everyday-shirt#Cream,voyager-stripe-crew#Stripe,hard,0.022857142857142854
Clementine,the-everyday-shirt#Cream,makeover-blouse#LimeGreen,hard,0.022857142857142854
Sophia,billow-top#Peach,cara-tee-2#Blush,hard,0.010112367541426632
Sophia,billow-top#Peach,cara-tee-2#WhiteBlk,hard,0.010112367541426632
Natalia,the-reverse-sleeve-sweater#Navy,voyager-stripe-crew#Stripe,hard,0.011764705882352955
Natalia,the-reverse-sleeve-sweater#Navy,makeover-blouse#LimeGreen,hard,0.011764705882352955
Jess,sandy-off-the-shoulder-top#Gingham,cara-tee-2#Blush,hard,0.02465728715728717
Jess,sandy-off-the-shoulder-top#Gingham,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Kate,runaway-top#SoftMint,natural-textured-poncho#Deeprain,hard,0.0222222222222222
Kate,runaway-top#SoftMint,animal-button-up-shirt#KhakiPrint,hard,0.024927577868754342
Jess,belle-satin-shirt#Black,cara-tee-2#Blush,hard,0.02465728715728717
Jess,belle-satin-shirt#Black,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Sophie,the-zip-front-blouse#Navy,side-buttoned-sweater#Buttoned,hard,0.0011363636363636576
Sophie,the-zip-front-blouse#Navy,the-tie-front-top#Navy,hard,0.017934149184149185
Chelsea,falling-for-you-cardi#Mustard,voyager-stripe-crew#Stripe,hard,0.027118644067796627
Chelsea,falling-for-you-cardi#Mustard,makeover-blouse#LimeGreen,hard,0.027118644067796627
Jess,drama-top#BlackGrey,cara-tee-2#Blush,hard,0.02465728715728717
Jess,drama-top#BlackGrey,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Jess,softly-falling-bamboo-tunic#Copper,cara-tee-2#Blush,hard,0.02465728715728717
Jess,softly-falling-bamboo-tunic#Copper,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Fiona,long-sleeve-softly-swinging-bamboo-tee#Combat,natural-textured-poncho#Deeprain,hard,0.0198895027624309
Fiona,long-sleeve-softly-swinging-bamboo-tee#Combat,wonderland-blouse#Ink,hard,0.029034976521913555
Shadae,rib-tank-2#Mustard,voyager-stripe-crew#Stripe,hard,0.027118644067796627
Shadae,rib-tank-2#Mustard,makeover-blouse#LimeGreen,hard,0.027118644067796627
Amanda,the-high-low-drape-tee#Grey,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Amanda,the-high-low-drape-tee#Grey,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Marnee,sugar-snaps-layers-tank#DeepCobalt,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Marnee,sugar-snaps-layers-tank#DeepCobalt,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Amanda,the-batwing-tee#Black,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Amanda,the-batwing-tee#Black,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Anna Maria,falling-for-you-cardi#Mustard,natural-textured-poncho#Deeprain,hard,0.024581005586592153
Anna Maria,falling-for-you-cardi#Mustard,voyager-stripe-crew#Stripe,hard,0.03128491620111734
Jess,sugar-snaps-layers-tank#PeachyKeen,cara-tee-2#Blush,hard,0.02465728715728717
Jess,sugar-snaps-layers-tank#PeachyKeen,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Laura,the-cross-over-blouse#Red,cara-tee-2#Blush,hard,0.009805425338985667
Laura,the-cross-over-blouse#Red,cara-tee-2#WhiteBlk,hard,0.009805425338985667
Riina,napoleon-top-1#NemoRed,voyager-stripe-crew#Stripe,hard,0.022857142857142854
Riina,napoleon-top-1#NemoRed,makeover-blouse#LimeGreen,hard,0.022857142857142854
Nikki,selma-top-1#IndoStripe,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Nikki,selma-top-1#IndoStripe,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Amanda,the-longline-waterfall-cardi#Black,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Amanda,the-longline-waterfall-cardi#Black,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Stacey,chill-out-slouch-top#Mustard,makeover-blouse#LimeGreen,hard,0.009467455621301801
Stacey,chill-out-slouch-top#Mustard,cara-tee-2#Blush,hard,0.04007527669805984
Laura,the-sleeveless-cross-over-blouse#Black,cara-tee-2#Blush,hard,0.009805425338985667
Laura,the-sleeveless-cross-over-blouse#Black,cara-tee-2#WhiteBlk,hard,0.009805425338985667
Natalia,napoleon-top-1#NemoRed,voyager-stripe-crew#Stripe,hard,0.011764705882352955
Natalia,napoleon-top-1#NemoRed,makeover-blouse#LimeGreen,hard,0.011764705882352955
Katie,messina-knit#Cognac,voyager-stripe-crew#Stripe,hard,0.020689655172413834
Katie,messina-knit#Cognac,makeover-blouse#LimeGreen,hard,0.020689655172413834
Chelsea,cara-tee-2#WhiteBlk,voyager-stripe-crew#Stripe,hard,0.027118644067796627
Chelsea,cara-tee-2#WhiteBlk,makeover-blouse#LimeGreen,hard,0.027118644067796627
Lara,curve-hem-cable-knit-sweater-1#Sapphire,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Lara,curve-hem-cable-knit-sweater-1#Sapphire,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Sophie,falling-for-you-tunic#Rust,side-buttoned-sweater#Buttoned,hard,0.0011363636363636576
Sophie,falling-for-you-tunic#Rust,the-tie-front-top#Navy,hard,0.017934149184149185
Natalie,layer-top-1#Navy,natural-textured-poncho#Deeprain,hard,0.0222222222222222
Natalie,layer-top-1#Navy,voyager-stripe-crew#Stripe,hard,0.03333333333333338
Emma,raspberry-ls-tee#WhiteRaspb,voyager-stripe-crew#Stripe,hard,0.020689655172413834
Emma,raspberry-ls-tee#WhiteRaspb,makeover-blouse#LimeGreen,hard,0.020689655172413834
Mae-Lee,falling-for-you-cardi#GreyMarle,side-buttoned-sweater#Buttoned,hard,0.0066981036406044
Mae-Lee,falling-for-you-cardi#GreyMarle,voyager-stripe-crew#Stripe,hard,0.01849710982658964
Jess,runaway-top#Sand,cara-tee-2#Blush,hard,0.02465728715728717
Jess,runaway-top#Sand,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Fiona,the-twist-front-top#Navy,natural-textured-poncho#Deeprain,hard,0.0198895027624309
Fiona,the-twist-front-top#Navy,wonderland-blouse#Ink,hard,0.029034976521913555
Jess,sontana-blouse#Stone,cara-tee-2#Blush,hard,0.02465728715728717
Jess,sontana-blouse#Stone,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Mae-Lee,the-long-sleeve-scoop-neck-tee#Black,side-buttoned-sweater#Buttoned,hard,0.0066981036406044
Mae-Lee,the-long-sleeve-scoop-neck-tee#Black,voyager-stripe-crew#Stripe,hard,0.01849710982658964
Amanda,the-stripe-tank-1#Hazelnut,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Amanda,the-stripe-tank-1#Hazelnut,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Laura,manhattan-stretch-tee#Navy,cara-tee-2#Blush,hard,0.009805425338985667
Laura,manhattan-stretch-tee#Navy,cara-tee-2#WhiteBlk,hard,0.009805425338985667
Chelsea,oversize-contrast-hood-top#Steel,voyager-stripe-crew#Stripe,hard,0.027118644067796627
Chelsea,oversize-contrast-hood-top#Steel,makeover-blouse#LimeGreen,hard,0.027118644067796627
Georgia,falling-for-you-cardi#Rust,voyager-stripe-crew#Stripe,hard,0.011764705882352955
Georgia,falling-for-you-cardi#Rust,makeover-blouse#LimeGreen,hard,0.011764705882352955
Emma,hem-frill-stripe-top#SoFrilled,voyager-stripe-crew#Stripe,hard,0.020689655172413834
Emma,hem-frill-stripe-top#SoFrilled,makeover-blouse#LimeGreen,hard,0.020689655172413834
Kate,sugar-snaps-layers-tank#White,natural-textured-poncho#Deeprain,hard,0.0222222222222222
Kate,sugar-snaps-layers-tank#White,animal-button-up-shirt#KhakiPrint,hard,0.024927577868754342
Shadae,monaco-knot-top#Olive,voyager-stripe-crew#Stripe,hard,0.027118644067796627
Shadae,monaco-knot-top#Olive,makeover-blouse#LimeGreen,hard,0.027118644067796627
Palatina,you-at-my-shoulder-tunic#Black,cara-tee-2#Blush,hard,0.02436008474699353
Palatina,you-at-my-shoulder-tunic#Black,cara-tee-2#WhiteBlk,hard,0.02436008474699353
Jess,belle-v-neck-forgiver-tunic#ArmyGreen,cara-tee-2#Blush,hard,0.02465728715728717
Jess,belle-v-neck-forgiver-tunic#ArmyGreen,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Ljubenka,softly-swinging-bamboo-tee#Starfish,the-uneven-hem-knit-1#Sage,hard,0.02003205128205128
Ljubenka,softly-swinging-bamboo-tee#Starfish,natural-textured-poncho#Deeprain,hard,0.0222222222222222
Amanda,the-blouson-sleeve-jumper#Grey,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Amanda,the-blouson-sleeve-jumper#Grey,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Laura,softly-swinging-bamboo-tee#Blush,cara-tee-2#Blush,hard,0.009805425338985667
Laura,softly-swinging-bamboo-tee#Blush,cara-tee-2#WhiteBlk,hard,0.009805425338985667
Fiona,belle-v-neck-forgiver-tunic#White,natural-textured-poncho#Deeprain,hard,0.0198895027624309
Fiona,belle-v-neck-forgiver-tunic#White,wonderland-blouse#Ink,hard,0.029034976521913555
Fiona,hem-frill-stripe-top#Frilled,natural-textured-poncho#Deeprain,hard,0.0198895027624309
Fiona,hem-frill-stripe-top#Frilled,wonderland-blouse#Ink,hard,0.029034976521913555
Fiona,natural-pattern-cocoon-cardigan#Blossom,natural-textured-poncho#Deeprain,hard,0.0198895027624309
Fiona,natural-pattern-cocoon-cardigan#Blossom,wonderland-blouse#Ink,hard,0.029034976521913555
Emma,sugar-snaps-layers-tank#PeachyKeen,voyager-stripe-crew#Stripe,hard,0.020689655172413834
Emma,sugar-snaps-layers-tank#PeachyKeen,makeover-blouse#LimeGreen,hard,0.020689655172413834
Jess,reversible-scoopv-neck-tank#White,cara-tee-2#Blush,hard,0.02465728715728717
Jess,reversible-scoopv-neck-tank#White,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Katie,crushed-top#Blue,voyager-stripe-crew#Stripe,hard,0.020689655172413834
Katie,crushed-top#Blue,makeover-blouse#LimeGreen,hard,0.020689655172413834
Amanda,the-sleeveless-cross-over-blouse#Sunshine,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Amanda,the-sleeveless-cross-over-blouse#Sunshine,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Tia,silver-dot-tie-sleeve-blouse#SilverDotP,the-panel-luxe-top#BlkWhite,hard,0.014767454441367485
Tia,silver-dot-tie-sleeve-blouse#SilverDotP,the-panel-luxe-top#SilvWhite,hard,0.014767454441367485
Perrie,the-everyday-shirt#Rose,natural-textured-poncho#Deeprain,hard,0.024581005586592153
Perrie,the-everyday-shirt#Rose,voyager-stripe-crew#Stripe,hard,0.03128491620111734
Jess,belle-half-sleeve-forgiver-tunic#Apricot,cara-tee-2#Blush,hard,0.02465728715728717
Jess,belle-half-sleeve-forgiver-tunic#Apricot,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Kate,the-sleeveless-cross-over-blouse#Black,natural-textured-poncho#Deeprain,hard,0.0222222222222222
Kate,the-sleeveless-cross-over-blouse#Black,animal-button-up-shirt#KhakiPrint,hard,0.024927577868754342
Emma,the-drape-tee-1#Black,voyager-stripe-crew#Stripe,hard,0.020689655172413834
Emma,the-drape-tee-1#Black,makeover-blouse#LimeGreen,hard,0.020689655172413834
Lauren,layer-me-cotton-candy-top#Cream,side-buttoned-sweater#Buttoned,hard,0.010019841269841278
Lauren,layer-me-cotton-candy-top#Cream,voyager-stripe-crew#Stripe,hard,0.03333333333333338
Ljubenka,softly-swinging-bamboo-singlet#BlueJean,the-uneven-hem-knit-1#Sage,hard,0.02003205128205128
Ljubenka,softly-swinging-bamboo-singlet#BlueJean,natural-textured-poncho#Deeprain,hard,0.0222222222222222
Alex,the-cross-over-blouse#Silver,voyager-stripe-crew#Stripe,hard,0.020689655172413834
Alex,the-cross-over-blouse#Silver,makeover-blouse#LimeGreen,hard,0.020689655172413834
Riina,the-shoulder-tie-top#Black,voyager-stripe-crew#Stripe,hard,0.022857142857142854
Riina,the-shoulder-tie-top#Black,makeover-blouse#LimeGreen,hard,0.022857142857142854
Olivia,runaway-top#SoftPink,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Olivia,runaway-top#SoftPink,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Jess,falling-for-you-cardi#Black,cara-tee-2#Blush,hard,0.02465728715728717
Jess,falling-for-you-cardi#Black,cara-tee-2#WhiteBlk,hard,0.02465728715728717
Anna,the-cotton-bamboo-tee#DuckEgg,voyager-stripe-crew#Stripe,hard,0.022857142857142854
Anna,the-cotton-bamboo-tee#DuckEgg,makeover-blouse#LimeGreen,hard,0.022857142857142854
Stacey,poncho-2#NavySilver,makeover-blouse#LimeGreen,hard,0.009467455621301801
Stacey,poncho-2#NavySilver,cara-tee-2#Blush,hard,0.04007527669805984
Georgia,crossing-the-plains-sweater-1#Indigo,voyager-stripe-crew#Stripe,hard,0.011764705882352955
Georgia,crossing-the-plains-sweater-1#Indigo,makeover-blouse#LimeGreen,hard,0.011764705882352955
Laura,the-wrap-jersey-top#NavyWhite,cara-tee-2#Blush,hard,0.009805425338985667
Laura,the-wrap-jersey-top#NavyWhite,cara-tee-2#WhiteBlk,hard,0.009805425338985667
Laura,the-long-sleeve-scoop-neck-tee#White,cara-tee-2#Blush,hard,0.009805425338985667
Laura,the-long-sleeve-scoop-neck-tee#White,cara-tee-2#WhiteBlk,hard,0.009805425338985667
Fiona,the-check-pullover#PinkCheck,natural-textured-poncho#Deeprain,hard,0.0198895027624309
Fiona,the-check-pullover#PinkCheck,wonderland-blouse#Ink,hard,0.029034976521913555
Laura,the-batwing-tee#Sea,cara-tee-2#Blush,hard,0.009805425338985667
Laura,the-batwing-tee#Sea,cara-tee-2#WhiteBlk,hard,0.009805425338985667
Thais,relaxed-top-1#FloraStrip,natural-textured-poncho#Deeprain,hard,0.026966292134831427
Thais,relaxed-top-1#FloraStrip,voyager-stripe-crew#Stripe,hard,0.02921348314606742
Sophia,falling-for-you-cardi#Port,cara-tee-2#Blush,hard,0.010112367541426632
Sophia,falling-for-you-cardi#Port,cara-tee-2#WhiteBlk,hard,0.010112367541426632
Emma,the-relaxed-long-sleeve-tee#Navy,voyager-stripe-crew#Stripe,hard,0.020689655172413834
Emma,the-relaxed-long-sleeve-tee#Navy,makeover-blouse#LimeGreen,hard,0.020689655172413834
Miranda,the-side-panel-drape-top#OffWhite,voyager-stripe-crew#Stripe,hard,0.01403508771929829
Miranda,the-side-panel-drape-top#OffWhite,makeover-blouse#LimeGreen,hard,0.01403508771929829
Madeline,fluid-tunic-top#White,voyager-stripe-crew#Stripe,hard,0.03128491620111734
Madeline,fluid-tunic-top#White,makeover-blouse#LimeGreen,hard,0.03128491620111734
Laura,softly-swinging-bamboo-tee#Black,cara-tee-2#Blush,hard,0.009805425338985667
Laura,softly-swinging-bamboo-tee#Black,cara-tee-2#WhiteBlk,hard,0.009805425338985667
Summer,st-helens-henley-tee#White,voyager-stripe-crew#Stripe,hard,0.025000000000000022
Summer,st-helens-henley-tee#White,natural-textured-poncho#Deeprain,hard,0.0318181818181818
Ljubenka,the-high-low-drape-tee#Grey,the-uneven-hem-knit-1#Sage,hard,0.02003205128205128
Ljubenka,the-high-low-drape-tee#Grey,natural-textured-poncho#Deeprain,hard,0.0222222222222222
Laura,belle-half-sleeve-forgiver-tunic#MutedClay,cara-tee-2#Blush,hard,0.009805425338985667
Laura,belle-half-sleeve-forgiver-tunic#MutedClay,cara-tee-2#WhiteBlk,hard,0.009805425338985667
