person_id,positive_product_id,negative_product_id,negative_type,negative_distance
Alex,the-cotton-bamboo-tee#DuckEgg,the-reversible-cowl-neck-top-2#Ocean,hard,0.2757523879111523
Alex,the-cotton-bamboo-tee#DuckEgg,aigli-top#White,semi-hard,0.5091825812012594
Alex,the-cotton-bamboo-tee#DuckEgg,softly-swinging-bamboo-tee#White,random,0.6450870197278243
Alex,the-cotton-bamboo-tee#DustyPink,belle-cowl-swing-sweater#Black,hard,0.3978937363456042
Alex,the-cotton-bamboo-tee#DustyPink,llama-long-sleeve-shirt#Mustard,semi-hard,0.5789919469277707
Alex,the-cotton-bamboo-tee#DustyPink,the-cosy-cardigan#Grey,random,0.6163260962111536
Alex,the-cotton-bamboo-tee#White,stara-cardigan#GreyMarle,hard,0.3687408093538362
Alex,the-cotton-bamboo-tee#White,the-crossover-2-way-blouse#Black,semi-hard,0.5120564124395542
Alex,the-cotton-bamboo-tee#White,the-check-pullover#PinkCheck,random,1.1120769147439407
Alex,the-cross-over-blouse#Black,cara-tee-2#WhiteBlk,hard,0.3498402406448384
Alex,the-cross-over-blouse#Black,capri-tank-6#HeatheGrey,semi-hard,0.45966233439293785
Alex,the-cross-over-blouse#Black,the-essential-layering-tee#White,random,0.6373595185855723
Alex,the-cross-over-blouse#Blue,geena-xo-ls-pullover-knit#Allure,hard,0.3687593453667448
Alex,the-cross-over-blouse#Blue,fundamental-sydney-crew#Navy,semi-hard,0.5395366028447924
Alex,the-cross-over-blouse#Blue,foil-2-in-1-spot-top#Charcoal,random,0.6572185995677375
Alex,the-cross-over-blouse#Mint,meadow-cardigan#Cream,hard,0.35921630785136527
Alex,the-cross-over-blouse#Mint,frost-cardigan#Mauvewoo,semi-hard,0.5464116423168147
Alex,the-cross-over-blouse#Mint,je-taime-knit#Navy,random,0.649534127802806
Alex,the-cross-over-blouse#Red,nova-lux-solid-v-neck-placket-shirt#CloudDance,hard,0.43130859402411126
Alex,the-cross-over-blouse#Red,great-scot-merino-carcoat#Twilight,semi-hard,0.4705641414513541
Alex,the-cross-over-blouse#Red,print-tee-3#Bike,random,0.9179929509790621
Alex,the-cross-over-blouse#RoyalBlue,fundamental-vee-tee#Pink,hard,0.42336623838060616
Alex,the-cross-over-blouse#RoyalBlue,belle-v-neck-forgiver-tunic#DenimMarl,semi-hard,0.6018432082099467
Alex,the-cross-over-blouse#RoyalBlue,messina-knit#Cognac,random,0.808196708968979
Alex,the-cross-over-blouse#Silver,born-to-run-shirt-jacket#Leopard,hard,0.37818122570277746
Alex,the-cross-over-blouse#Silver,marlow-cardigan#Cream,semi-hard,0.5402453083846762
Alex,the-cross-over-blouse#Silver,the-flutter-sleeve-top#SnakePrint,random,0.6389306025321351
Alex,the-cross-over-blouse#Sunshine,leary-cardigan#Pine,hard,0.3436708366665263
Alex,the-cross-over-blouse#Sunshine,heartmade-cardi#DustyRose,semi-hard,0.515055067856792
Alex,the-cross-over-blouse#Sunshine,belle-flute-sleeve-tee#Navy,random,0.9492515702555214
Alex,the-cross-over-blouse#White,melbourne-stretch-cardigan#Navy,hard,0.4176368195315753
Alex,the-cross-over-blouse#White,the-roll-neck-sweater#Natural,semi-hard,0.5341576261116491
Alex,the-cross-over-blouse#White,sugar-snaps-round-neck-layer-tank#Black,random,0.7288721615230236
Alex,the-short-sleeve-wrap-jersey-top#Black,meadow-cardigan#Cream,hard,0.35921630785136527
Alex,the-short-sleeve-wrap-jersey-top#Black,bird-print-jumper#Navy,semi-hard,0.508123926945766
Alex,the-short-sleeve-wrap-jersey-top#Black,oversize-contrast-hood-top#Steel,random,0.900447685828433
Alex,the-short-sleeve-wrap-jersey-top#Blue,pure-merino-fine-rib-v-neck#Charcoal,hard,0.09406514267625378
Alex,the-short-sleeve-wrap-jersey-top#Blue,marjorie-tie-blouse#BluePrint,semi-hard,0.49254157865867637
Alex,the-short-sleeve-wrap-jersey-top#Blue,the-blouson-sleeve-jumper#Grey,random,0.6848570313608628
Alex,the-short-sleeve-wrap-jersey-top#Emerald,wildflower-shirt#White,hard,0.39922986429811147
Alex,the-short-sleeve-wrap-jersey-top#Emerald,still-the-one-ruffle-blouse#Spot,semi-hard,0.5061813186813187
Alex,the-short-sleeve-wrap-jersey-top#Emerald,relaxed-top-1#FloraStrip,random,0.6544274159216688
Alex,the-short-sleeve-wrap-jersey-top#NavyWhite,bamboo-layer-tank#Chalk,hard,0.272773712159488
Alex,the-short-sleeve-wrap-jersey-top#NavyWhite,oregon-safari-embroidered-top#White,semi-hard,0.48143038714159403
Alex,the-short-sleeve-wrap-jersey-top#NavyWhite,long-sleeve-softly-swinging-bamboo-tee#Oyster,random,0.6296823869111944
Alex,the-sleeveless-cross-over-blouse#Black,germaine-blouse#Pearl,hard,0.39982866949461776
Alex,the-sleeveless-cross-over-blouse#Black,aigli-top#Navy,semi-hard,0.5091825812012594
Alex,the-sleeveless-cross-over-blouse#Black,marquax-tunic#OnyxSpeck,random,0.6441279957802947
Alex,the-sleeveless-cross-over-blouse#Chambray,the-panel-luxe-top#SilvWhite,hard,0.38075184115054805
Alex,the-sleeveless-cross-over-blouse#Chambray,belle-two-in-one-top#Charcoal,semi-hard,0.520290593027662
Alex,the-sleeveless-cross-over-blouse#Chambray,softly-falling-bamboo-tunic#White,random,0.6909169613910994
Alex,the-sleeveless-cross-over-blouse#Cobalt,hayley-button-down#NavySparro,hard,0.3855176858050421
Alex,the-sleeveless-cross-over-blouse#Cobalt,fern-print-top#Navy,semi-hard,0.5434218193736872
Alex,the-sleeveless-cross-over-blouse#Cobalt,milan-stretch-top#NavyWhtStr,random,0.6348704542849658
Alex,the-sleeveless-cross-over-blouse#Mint,renee-sweater#Sapphire,hard,0.3230502136752137
Alex,the-sleeveless-cross-over-blouse#Mint,kimono-and-me-cardi#Sand,semi-hard,0.5659931460488212
Alex,the-sleeveless-cross-over-blouse#Mint,lavaux-bell-sleeve#Mustard,random,1.050162690518294
Alex,the-sleeveless-cross-over-blouse#Salmon,starry-night-cardi#Chalk,hard,0.38271604938271603
Alex,the-sleeveless-cross-over-blouse#Salmon,ditzy-floral-ruffle-blouse#DitzyFlora,semi-hard,0.513335439969779
Alex,the-sleeveless-cross-over-blouse#Salmon,the-everyday-shirt#Black,random,0.732653818815816
Alex,the-sleeveless-cross-over-blouse#Sunshine,monaco-knot-top#ClaySpot,hard,0.24507835050220106
Alex,the-sleeveless-cross-over-blouse#Sunshine,foil-print-top-2#Navy,semi-hard,0.501580891038506
Alex,the-sleeveless-cross-over-blouse#Sunshine,first-love-kimono-jacket#Stone,random,0.673992673992674
Alex,the-sleeveless-cross-over-blouse#White,the-boat-neck-top#Navy,hard,0.35763269397428876
Alex,the-sleeveless-cross-over-blouse#White,paradise-cardi#MultiStrip,semi-hard,0.5680867165242165
Alex,the-sleeveless-cross-over-blouse#White,ivy-cosy-pullover#Storm,random,0.6966519172876932
Alex,viola-kimono-radiant-floral#Grey,millie-top#Moss,hard,0.42041965192108866
Alex,viola-kimono-radiant-floral#Grey,panelled-stripe-top#NavyWhite,semi-hard,0.5162322843716523
Alex,viola-kimono-radiant-floral#Grey,the-define-flute-sleeve-blouse#Black,random,0.6208541036576238
Amanda,the-asymmetrical-hem-sweater#Blush,soho-v-neck-blouse#SohoPrint,hard,0.36357668152573946
Amanda,the-asymmetrical-hem-sweater#Blush,kimono-and-me-cardi#Sand,semi-hard,0.532673385099587
Amanda,the-asymmetrical-hem-sweater#Blush,spot-layered-tee#Blue,random,0.6555410496511433
Amanda,the-batwing-tee#Black,millie-top#WhiteBlk,hard,0.39315653896704095
Amanda,the-batwing-tee#Black,fundamental-rib-long-sleeve-tee#White,semi-hard,0.46491347807604255
Amanda,the-batwing-tee#Black,weekend-vibes-blouse#Blush,random,0.7510062049304042
Amanda,the-batwing-tee#FrenchBlue,pure-merino-fine-rib-v-neck#Charcoal,hard,0.0635027111632847
Amanda,the-batwing-tee#FrenchBlue,capri-tank-3#NavyStripe,semi-hard,0.40444075675970814
Amanda,the-batwing-tee#FrenchBlue,belle-tier-tee#Blue,random,0.746820996922885
Amanda,the-batwing-tee#Sea,animal-button-up-shirt#KhakiPrint,hard,0.38864210434631136
Amanda,the-batwing-tee#Sea,belle-half-sleeve-boat-tee#Black,semi-hard,0.48035511624006955
Amanda,the-batwing-tee#Sea,partly-cloudy-knit#PawPaw,random,0.7199305276595855
Amanda,the-batwing-tee#Stone,ricki-one-shoulder-top#BlackWhite,hard,0.31762633136902374
Amanda,the-batwing-tee#Stone,nature-ls-top#BlueGum,semi-hard,0.5173653225900807
Amanda,the-batwing-tee#Stone,meera-oversized-shirt#Mint,random,0.643211626736971
Amanda,the-bell-sleeve-top#BlkStripe,manhattan-stretch-tee#Navy,hard,0.3173820926722541
Amanda,the-bell-sleeve-top#BlkStripe,bertie-top#BlkCherry,semi-hard,0.41284773545390374
Amanda,the-bell-sleeve-top#BlkStripe,the-pocket-tee#GreyStripe,random,0.5968121243794094
Amanda,the-bell-sleeve-top#Grey,nova-lux-long-sleeve-tie-top-1#CloudDance,hard,0.39224052197855774
Amanda,the-bell-sleeve-top#Grey,foil-print-top-2#Navy,semi-hard,0.4692390867715252
Amanda,the-bell-sleeve-top#Grey,pattern-tunic-1#Lattice,random,1.047509545296772
Amanda,the-belle-sleeve-print-top#NavyPrint,leah-knit-cardigan#WhiteBlk,hard,0.3255448326696801
Amanda,the-belle-sleeve-print-top#NavyPrint,button-through-animal-shirt#Animal,semi-hard,0.40808191210136935
Amanda,the-belle-sleeve-print-top#NavyPrint,long-sleeve-softly-swinging-bamboo-tee#TeaRose,random,0.6002056285075796
Amanda,the-blouson-sleeve-jumper#Grey,leah-knit-cardigan#Black,hard,0.3255448326696801
Amanda,the-blouson-sleeve-jumper#Grey,snake-print-johnny-collar-top#BeigeSnake,semi-hard,0.5129743885745041
Amanda,the-blouson-sleeve-jumper#Grey,contrast-stripe-sweater#Pockets,random,0.7103553307411206
Amanda,the-blouson-sleeve-jumper#Navy,hannah-tee-1#RedWhite,hard,0.37169717131613944
Amanda,the-blouson-sleeve-jumper#Navy,layered-tunic-1#PalePink,semi-hard,0.4465882632824901
Amanda,the-blouson-sleeve-jumper#Navy,softly-swinging-bamboo-tee#White,random,0.6171497490337703
Amanda,the-bonded-cotton-shirt#Pink,starry-night-cardi#Chalk,hard,0.3485759080219493
Amanda,the-bonded-cotton-shirt#Pink,the-long-sleeve-scoop-neck-tee#White,semi-hard,0.4928142147896525
Amanda,the-bonded-cotton-shirt#Pink,the-cotton-tie-detail-top#Ivory,random,0.6276486004781424
Amanda,the-bonded-cotton-tunic-dress#Navy,natural-classic-cardigan#Pebble,hard,0.30036582179252674
Amanda,the-bonded-cotton-tunic-dress#Navy,the-relaxed-long-sleeve-tee#Navy,semi-hard,0.5307900008710043
Amanda,the-bonded-cotton-tunic-dress#Navy,sky-jumper-1#Clouds,random,0.6496461707662367
Amanda,the-box-top#Blush,square-nk-fray-trim-top#Denim,hard,0.3940369682811446
Amanda,the-box-top#Blush,half-sleeve-fluffy-knit#Ivory,semi-hard,0.5526395329337114
Amanda,the-box-top#Blush,never-ending-winter-knit-top#DeluxeGree,random,0.8145682288843215
Amanda,the-box-top#Khaki,square-nk-fray-trim-top#Denim,hard,0.3940369682811446
Amanda,the-box-top#Khaki,messina-v-neck-tee#Black,semi-hard,0.4955325281093878
Amanda,the-box-top#Khaki,relaxed-top-1#FloraStrip,random,0.6088973085968121
Amanda,the-check-pullover#PinkCheck,long-sleeve-tee-2#NavyWhite,hard,0.29242928290348624
Amanda,the-check-pullover#PinkCheck,maui-stretch-tee#White,semi-hard,0.4130822241028981
Amanda,the-check-pullover#PinkCheck,belle-flocked-tunic#White,random,0.9063722412239821
Amanda,the-colour-block-pullover#Sage,the-long-sleeve-v-neck-tee#White,hard,0.3111947123540905
Amanda,the-colour-block-pullover#Sage,cyrus-top#LightRose,semi-hard,0.4036724529950197
Amanda,the-colour-block-pullover#Sage,belle-v-neck-forgiver-tunic#ArmyGreen,random,0.569078113482756
Amanda,the-contrast-knit-1#Navy,manhattan-stretch-tee#Navy,hard,0.3173820926722541
Amanda,the-contrast-knit-1#Navy,the-french-cuff-shirt#White,semi-hard,0.5577285703699948
Amanda,the-contrast-knit-1#Navy,the-cut-out-shoulder-blouse#Salmon,random,0.6083279058067385
Amanda,the-contrast-knit-1#Sage,endeavor-long-sleeve-tee#Stripe,hard,0.2558139534883721
Amanda,the-contrast-knit-1#Sage,fundamental-sydney-crew#Burgundy,semi-hard,0.5073564110464142
Amanda,the-contrast-knit-1#Sage,natural-overlay-knit#Greybloss,random,0.5720756031704556
Amanda,the-contrast-trim-knit#BlackWhite,butterfly-blouse-1#Ivory,hard,0.3474088273032538
Amanda,the-contrast-trim-knit#BlackWhite,st-helens-henley-tee#White,semi-hard,0.41229539524743675
Amanda,the-contrast-trim-knit#BlackWhite,belle-drape-tee#Black,random,0.5872882777125608
Amanda,the-cosy-cardigan#Blue,leah-knit-cardigan#Black,hard,0.3255448326696801
Amanda,the-cosy-cardigan#Blue,block-vest#Blockvest,semi-hard,0.4007313510836203
Amanda,the-cosy-cardigan#Blue,sugar-snaps-throw-jacket#White,random,0.7715909932958671
Amanda,the-cosy-cardigan#Grey,the-short-sleeve-wrap-jersey-top#Emerald,hard,0.35807976709085876
Amanda,the-cosy-cardigan#Grey,the-contrast-panel-top#BlkStripe,semi-hard,0.5507577737130912
Amanda,the-cosy-cardigan#Grey,patchwork-tunic#Patchwork,random,0.641148191626139
Amanda,the-cotton-blend-stripe-jumper#BlueStripe,falling-for-you-cardi#Navy,hard,0.34831460674157305
Amanda,the-cotton-blend-stripe-jumper#BlueStripe,the-long-sleeve-scoop-neck-tee#Navy,semi-hard,0.4928142147896525
Amanda,the-cotton-blend-stripe-jumper#BlueStripe,zara-top#ZebraPrint,random,0.6334937541193952
Amanda,the-cross-front-spot-blouse#NavySpot,starry-night-cardi#Chalk,hard,0.3485759080219493
Amanda,the-cross-front-spot-blouse#NavySpot,panelled-stripe-top#NavyWhite,semi-hard,0.48574933017171784
Amanda,the-cross-front-spot-blouse#NavySpot,long-sleeve-spot-top#Multispot,random,0.8152599947739745
Amanda,the-cross-front-spot-blouse#Spot,manhattan-stretch-tee#Navy,hard,0.3173820926722541
Amanda,the-cross-front-spot-blouse#Spot,multi-stripe-jumper#NavyMulti,semi-hard,0.5496033680565034
Amanda,the-cross-front-spot-blouse#Spot,the-pocket-tee#NavyStripe,random,0.5968121243794094
Amanda,the-curve-striped-tank#Marine,renee-sweater#Sapphire,hard,0.29873171378539753
Amanda,the-curve-striped-tank#Marine,falling-flowers-blouse#DustyPink,semi-hard,0.4354517587136177
Amanda,the-curve-striped-tank#Marine,on-the-horizon-swing-top-1#Khaki,random,0.8830676770316175
Amanda,the-daily-cross-over-top#PinkPrint,the-cotton-bamboo-tee#DustyPink,hard,0.3045115421065563
Amanda,the-daily-cross-over-top#PinkPrint,the-relaxed-long-sleeve-tee#White,semi-hard,0.5307900008710043
Amanda,the-daily-cross-over-top#PinkPrint,softly-falling-bamboo-tunic#White,random,0.6574496215031453
Amanda,the-daily-cross-over-top#SkyBlue,cara-tee-4#White,hard,0.3586165072208854
Amanda,the-daily-cross-over-top#SkyBlue,the-half-sleeve-tee#White,semi-hard,0.41194098101080695
Amanda,the-daily-cross-over-top#SkyBlue,belle-satin-shirt#Black,random,0.6775542200156781
Amanda,the-daily-essential-jumper#Grey,glasgow-top#Melange,hard,0.24054684117952177
Amanda,the-daily-essential-jumper#Grey,the-reversible-cowl-neck-top-1#White,semi-hard,0.48404599682538446
Amanda,the-daily-essential-jumper#Grey,cotton-candy-side-split-top#IceBlue,random,0.7425187883420629
Amanda,the-dobby-sleeve-tee#InkBlue,nova-lux-long-sleeve-tie-top-1#NightSky,hard,0.39224052197855774
Amanda,the-dobby-sleeve-tee#InkBlue,belle-petal-print-top#Petal,semi-hard,0.5598267806512252
Amanda,the-dobby-sleeve-tee#InkBlue,long-sleeve-softly-swinging-bamboo-tee#BlueJeans,random,0.6002056285075796
Amanda,the-dobby-sleeve-tee#White,belle-cowl-swing-sweater#Black,hard,0.37246547508082795
Amanda,the-dobby-sleeve-tee#White,belle-two-in-one-top#Charcoal,semi-hard,0.49117133173952554
Amanda,the-dobby-sleeve-tee#White,floral-nehru-print-shirt#Pink,random,0.71412713672297
Amanda,the-double-layer-top#Black,reversible-scoopv-neck-tank#Black,hard,0.37736341158071673
Amanda,the-double-layer-top#Black,drama-top#BlackGrey,semi-hard,0.47417261094579355
Amanda,the-double-layer-top#Black,sequin-spot-shirt#Blue,random,0.5911039589093986
Amanda,the-double-layer-top#White,bubbles-print-tee#Cambridge,hard,0.37610663042248904
Amanda,the-double-layer-top#White,funnel-neck-knit-jumper#BlueMulti,semi-hard,0.49368781907031345
Amanda,the-double-layer-top#White,sequin-spot-shirt#Blue,random,0.5911039589093986
Amanda,the-essential-layering-tee#Ink,drapey-stripe-tee#Navy,hard,0.3355566692276792
Amanda,the-essential-layering-tee#Ink,rib-tank-2#Navy,semi-hard,0.4155445986685335
Amanda,the-essential-layering-tee#Ink,wonderlust-tee#BurntOran,random,0.722463915073184
Amanda,the-essential-layering-tee#White,34-sleeve-shirt-1#SkyWhite,hard,0.31845849794663994
Amanda,the-essential-layering-tee#White,emerald-knit#Emerald,semi-hard,0.41051454902129014
Amanda,the-essential-layering-tee#White,the-cut-out-shoulder-blouse#White,random,0.6083279058067385
Amanda,the-essential-pullover#DustyPeach,the-short-sleeve-wrap-jersey-top#Emerald,hard,0.35807976709085876
Amanda,the-essential-pullover#DustyPeach,midtown-ruffle-shirt#BoldRed,semi-hard,0.48976683735750304
Amanda,the-essential-pullover#DustyPeach,the-contrast-34-sleeve-top#Navy,random,0.7807170380134862
Amanda,the-essential-pullover#SkyBlue,ynes#Black,hard,0.32569985842930627
Amanda,the-essential-pullover#SkyBlue,always-mine-spliced-cardigan#GreyEmeral,semi-hard,0.495638316127749
Amanda,the-essential-pullover#SkyBlue,be-mine-top-1#Sage,random,0.89004416121639
Amanda,the-everyday-shirt#Black,manhattan-stretch-tee#NavyWhtStr,hard,0.3173820926722541
Amanda,the-everyday-shirt#Black,capri-tank-3#Black,semi-hard,0.40444075675970814
Amanda,the-everyday-shirt#Black,the-textured-spot-top#Pink,random,0.6739018521190754
Amanda,the-everyday-shirt#Cream,pulkari-emb-top#Pulkari,hard,0.35745625153563254
Amanda,the-everyday-shirt#Cream,kimono-top-36#BlueMarle,semi-hard,0.4508753592892605
Amanda,the-everyday-shirt#Cream,sugar-snaps-layers-tank#White,random,0.6551646978070192
Amanda,the-everyday-shirt#Midnight,striped-cardigan-3#Rainbow,hard,0.3621635746015155
Amanda,the-everyday-shirt#Midnight,the-ultimate-tie-cardi#Black,semi-hard,0.534391831019972
Amanda,the-everyday-shirt#Midnight,daylight-jumper#Silver,random,0.591033758565417
Amanda,the-everyday-shirt#Pink,niue-neck-tie-shirt#LightBlue,hard,0.34524041667804173
Amanda,the-everyday-shirt#Pink,you-at-my-shoulder-tunic#Black,semi-hard,0.43918212699242226
Amanda,the-everyday-shirt#Pink,the-cotton-bamboo-tank#DuckEgg,random,0.6158091174646756
Amanda,the-everyday-shirt#Rose,monaco-knot-top#HeatheGrey,hard,0.21335737045111522
Amanda,the-everyday-shirt#Rose,hacienda-tunic-5#PatchGold,semi-hard,0.4655667312769832
Amanda,the-everyday-shirt#Rose,printed-v-neck-top#Striped,random,0.5789129866736347
Amanda,the-fleck-roll-neck-knit#Oatmeal,knit-hoodie-1#Sage,hard,0.39233997246586505
Amanda,the-fleck-roll-neck-knit#Oatmeal,luxe-shirt#Navy,semi-hard,0.48514937723194845
Amanda,the-fleck-roll-neck-knit#Oatmeal,voyager-stripe-crew#Stripe,random,0.6292134831460674
Amanda,the-frill-detail-blouse#Chambray,the-cotton-bamboo-tee#BlueJeans,hard,0.3045115421065563
Amanda,the-frill-detail-blouse#Chambray,jade-kimono-sweet-blossoms#Blue,semi-hard,0.5522602560752548
Amanda,the-frill-detail-blouse#Chambray,clio-knit-jumper#InkWhite,random,0.6450508107489726
Amanda,the-high-low-drape-tee#Grey,fundamental-vee-tee#GreyMarle,hard,0.39544146266316704
Amanda,the-high-low-drape-tee#Grey,fundamental-split-hoodie#Navy,semi-hard,0.5071760351625723
Amanda,the-high-low-drape-tee#Grey,open-plains-kimono-throw-1#Rust,random,1.0769200769083769
Amanda,the-high-low-drape-tee#Sage,tutti-frutti-drop-shoulder-tee#Orange,hard,0.38982348513507714
Amanda,the-high-low-drape-tee#Sage,mauevewood-crew#Charcoal,semi-hard,0.5234420398659954
Amanda,the-high-low-drape-tee#Sage,softly-swinging-bamboo-tee#Chambray,random,0.6171497490337703
Amanda,the-layered-cross-over-top#Black,the-boat-neck-top#Navy,hard,0.3753051764953648
Amanda,the-layered-cross-over-top#Black,layered-tunic-1#Natural,semi-hard,0.4465882632824901
Amanda,the-layered-cross-over-top#Black,the-print-contrast-34-sleeve-top#Animal,random,0.7807170380134862
Amanda,the-layered-cross-over-top#Navy,manhattan-stretch-tee#White,hard,0.3173820926722541
Amanda,the-layered-cross-over-top#Navy,the-half-sleeve-tee#White,semi-hard,0.41194098101080695
Amanda,the-layered-cross-over-top#Navy,stripe-me-happy-blouse#Ash,random,0.5886464593676509
Amanda,the-linen-tie-sleeve-top#GreyMarle,geena-xo-ls-pullover-knit#WhiteCapGr,hard,0.3418044998420492
Amanda,the-linen-tie-sleeve-top#GreyMarle,fundamental-split-hoodie#Navy,semi-hard,0.5071760351625723
Amanda,the-linen-tie-sleeve-top#GreyMarle,the-cut-out-shoulder-blouse#Black,random,0.6083279058067385
Amanda,the-longline-cardi-1#GreyMarle,printed-v-neck-blouse#NavyWhite,hard,0.3787196432262518
Amanda,the-longline-cardi-1#GreyMarle,falling-flowers-blouse#DustyPink,semi-hard,0.4354517587136177
Amanda,the-longline-cardi-1#GreyMarle,felicity-cardigan#Dewkist,random,0.6369732211687837
Amanda,the-longline-cardi-1#Nude,eco-78-long-cardigan#LightGreyM,hard,0.31976646685568755
Amanda,the-longline-cardi-1#Nude,luxe-shirt#Black,semi-hard,0.48514937723194845
Amanda,the-longline-cardi-1#Nude,layla-long-line-kimono#MultiStrip,random,0.5998170891037367
Amanda,the-longline-waterfall-cardi#Black,square-nk-fray-trim-top#Denim,hard,0.3940369682811446
Amanda,the-longline-waterfall-cardi#Black,on-safari-blouse#Jewel,semi-hard,0.550561797752809
Amanda,the-longline-waterfall-cardi#Black,natural-pattern-cocoon-cardigan#Blossom,random,0.6976744186046512
Amanda,the-luxe-long-sleeve-tee#GreyMarle,falling-for-you-cardi#Black,hard,0.34831460674157305
Amanda,the-luxe-long-sleeve-tee#GreyMarle,mauevewood-crew#YellowWhit,semi-hard,0.5234420398659954
Amanda,the-luxe-long-sleeve-tee#GreyMarle,the-stella-tee#Marine,random,0.6340222067088129
Amanda,the-midi-waterfall-cardi#BlueMarle,cover-up-slouch-cardi#Alloy,hard,0.3904626007667438
Amanda,the-midi-waterfall-cardi#BlueMarle,laurina-stripe-pullover#NightSky,semi-hard,0.40948640648339174
Amanda,the-midi-waterfall-cardi#BlueMarle,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,random,0.6002056285075796
Amanda,the-multi-stripe-cardi#Stripe,lake-house-top#CoalPrint,hard,0.34235489003896125
