person_id,height,bust,waist,hips,product_id,garment_bust,garment_waist,garment_hip,garment_length,garment_sleeve,label_status,bust_ease,waist_ease,hip_ease,bust_ratio,waist_ratio,hip_ratio,bust_mismatch,waist_mismatch,hip_mismatch,bust_relative_mismatch,waist_relative_mismatch,hip_relative_mismatch,mean_ease,ease_std,known_fit_dimensions,tight_dimension_count,extreme_ease_count,length_height_ratio,physical_mismatch,missing_measurement_count,measurement_complete,category,style,pattern,material,silhouette,sleeve_type,neckline,length_style,color,preference_score,physical_score,personalized_score,is_positive,rank
Emma,174.0,81.0,64.0,91.0,wellington-tee#Olive,126.0,116.0,124.0,64.0,38.0,unknown,45.0,52.0,33.0,1.5555555555555556,1.8125,1.362637362637363,45.0,52.0,33.0,0.5555555555555556,0.8125,0.3626373626373626,43.333333333333336,9.60902353693305,3,0,1,0.367816091954023,0.5768976393976394,0,True,top,casual,plain,unknown,unknown,unknown,unknown,unknown,olive,0.48563218390804597,0.6686437988668005,0.5771379913874233,False,376.0
Emma,174.0,81.0,64.0,91.0,the-relaxed-long-sleeve-tee-1#Ink%20Stripe,121.0,100.0,142.0,73.0,76.0,unknown,40.0,36.0,51.0,1.4938271604938271,1.5625,1.5604395604395604,40.0,36.0,51.0,0.4938271604938271,0.5625,0.5604395604395604,42.333333333333336,7.767453465154029,3,0,1,0.4195402298850574,0.5389222403111292,0,True,top,relaxed,stripe,unknown,relaxed,long,unknown,long,stripe,0.27257799671592775,0.6192675165163742,0.445922756616151,False,734.0
Emma,174.0,81.0,64.0,91.0,milan-stretch-top#Black,130.0,122.0,126.0,62.0,57.0,unknown,49.0,58.0,35.0,1.6049382716049383,1.90625,1.3846153846153846,49.0,58.0,35.0,0.6049382716049383,0.90625,0.3846153846153846,47.333333333333336,11.590225767142474,3,0,1,0.3563218390804598,0.631934552073441,0,True,top,fitted,plain,stretch,fitted,unknown,unknown,unknown,black,0.2835249042145594,0.5833174998828442,0.4334212020487018,False,771.0
Emma,174.0,81.0,64.0,91.0,mila-knit-cardigan#StoneBlack,102.0,100.0,98.0,100.0,66.0,unknown,21.0,36.0,7.0,1.2592592592592593,1.5625,1.0769230769230769,21.0,36.0,7.0,0.2592592592592592,0.5625,0.0769230769230769,21.333333333333332,14.50287327853806,3,0,0,0.5747126436781609,0.2995607787274454,0,True,cardigan,layering,plain,knit,unknown,unknown,unknown,unknown,black,0.17011494252873563,0.718964469858046,0.4445397061933908,False,741.0
Emma,174.0,81.0,64.0,91.0,on-the-horizon-swing-top-1#Khaki,180.0,,178.0,79.0,,unknown,99.0,,87.0,2.2222222222222223,,1.956043956043956,99.0,,87.0,1.2222222222222223,,0.956043956043956,93.0,8.48528137423857,2,0,2,0.4540229885057471,1.0891330891330893,2,False,top,relaxed,plain,unknown,swing,unknown,unknown,unknown,khaki,0.41609195402298854,0.40258687950023875,0.4093394167616137,False,801.0
Emma,174.0,81.0,64.0,91.0,sequin-heart-layered-top#Natural,120.0,140.0,140.0,67.0,67.0,unknown,39.0,76.0,49.0,1.4814814814814814,2.1875,1.5384615384615383,39.0,76.0,49.0,0.4814814814814814,1.1875,0.5384615384615384,54.666666666666664,19.13983629327412,3,0,1,0.3850574712643678,0.7358143399810065,0,True,top,unknown,sequin,sequin,unknown,unknown,unknown,unknown,red,0.22701149425287356,0.4687854739953734,0.3478984841241235,False,857.0
Emma,174.0,81.0,64.0,91.0,the-excess-shirt#Pearl,102.0,108.0,140.0,86.0,73.0,unknown,21.0,44.0,49.0,1.2592592592592593,1.6875,1.5384615384615383,21.0,44.0,49.0,0.2592592592592592,0.6875,0.5384615384615384,38.0,14.933184523068078,3,0,0,0.4942528735632184,0.4950735992402659,0,True,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,0.8505747126436782,0.7452685355138362,0.7979216240787572,False,29.0
Emma,174.0,81.0,64.0,91.0,belle-cowl-swing-sweater#Green,98.0,98.0,114.0,70.0,69.0,unknown,17.0,34.0,23.0,1.2098765432098766,1.53125,1.2527472527472527,17.0,34.0,23.0,0.2098765432098765,0.53125,0.2527472527472527,24.666666666666668,8.621678104251709,3,0,0,0.4022988505747126,0.3312912653190431,0,True,top,relaxed,plain,unknown,swing,unknown,cowl,unknown,green,0.3467432950191571,0.7815456927954695,0.5641444939073132,False,414.0
Emma,174.0,81.0,64.0,91.0,stara-cardigan#GreyMarle,112.0,,115.0,94.0,67.0,unknown,31.0,,24.0,1.382716049382716,,1.2637362637362637,31.0,,24.0,0.382716049382716,,0.2637362637362637,27.5,4.949747468305833,2,0,0,0.5402298850574713,0.3232261565594899,1,False,cardigan,layering,plain,unknown,unknown,unknown,unknown,unknown,grey,0.21264367816091953,0.9246969930150004,0.56867033558796,False,400.0
Emma,174.0,81.0,64.0,91.0,the-half-sleeve-tee#Black,116.0,113.0,92.0,75.0,36.0,unknown,35.0,49.0,1.0,1.432098765432099,1.765625,1.010989010989011,35.0,49.0,1.0,0.4320987654320987,0.765625,0.0109890109890109,28.333333333333332,24.684678108764825,3,0,0,0.4310344827586206,0.4029042588070365,0,True,top,casual,plain,unknown,unknown,short,unknown,unknown,black,0.38850574712643676,0.6525874572297361,0.5205466021780865,False,518.0
Emma,174.0,81.0,64.0,91.0,falling-for-you-cardi#Teal,,,,116.0,64.0,unknown,,,,,,,,,,,,,,,0,0,0,0.6666666666666666,,3,False,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,teal,0.40229885057471265,1.0,0.7011494252873564,False,98.0
Emma,174.0,81.0,64.0,91.0,the-batwing-tee#FrenchBlue,,104.0,90.0,75.0,54.0,unknown,,40.0,-1.0,,1.625,0.989010989010989,,40.0,1.0,,0.625,0.0109890109890109,19.5,28.991378028648448,2,1,0,0.4310344827586206,0.3179945054945055,1,False,top,relaxed,plain,unknown,relaxed,batwing,unknown,unknown,blue,0.32950191570881227,0.7921661485360912,0.5608340321224518,False,423.0
Emma,174.0,81.0,64.0,91.0,true-love-bell-blouse#Jade,102.0,108.0,144.0,63.0,59.0,unknown,21.0,44.0,53.0,1.2592592592592593,1.6875,1.5824175824175823,21.0,44.0,53.0,0.2592592592592592,0.6875,0.5824175824175825,39.333333333333336,16.50252505931542,3,0,1,0.3620689655172414,0.5097256138922805,0,True,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,jade,0.4252873563218391,0.7259579451130862,0.5756226507174627,False,384.0
Emma,174.0,81.0,64.0,91.0,foil-spot-tee-1#Navy,100.0,114.0,124.0,70.0,30.0,unknown,19.0,50.0,33.0,1.2345679012345678,1.78125,1.362637362637363,19.0,50.0,33.0,0.2345679012345679,0.78125,0.3626373626373626,34.0,15.524174696260024,3,0,0,0.4022988505747126,0.4594850879573102,0,True,top,casual,spot,unknown,unknown,unknown,unknown,unknown,navy,0.3074712643678161,0.7719069833913356,0.5396891238795758,False,476.0
Emma,174.0,81.0,64.0,91.0,vivian-blouse#Check,106.0,108.0,112.0,65.0,70.0,unknown,25.0,44.0,21.0,1.308641975308642,1.6875,1.2307692307692308,25.0,44.0,21.0,0.3086419753086419,0.6875,0.2307692307692307,30.0,12.288205727444508,3,0,0,0.3735632183908046,0.4089704020259576,0,True,top,elegant,check,unknown,unknown,unknown,unknown,unknown,unknown,0.3065134099616858,0.9099839930924222,0.608248701527054,False,296.0
Emma,174.0,81.0,64.0,91.0,lilly-layer-stripe-tank#NavyWhite,102.0,108.0,120.0,66.0,,unknown,21.0,44.0,29.0,1.2592592592592593,1.6875,1.3186813186813189,21.0,44.0,29.0,0.2592592592592592,0.6875,0.3186813186813186,31.333333333333332,11.67618659209133,3,0,0,0.3793103448275862,0.4218135259801926,1,False,top,casual,stripe,unknown,unknown,unknown,unknown,unknown,white,0.31896551724137934,0.8887185042383231,0.6038420107398512,False,304.0
Emma,174.0,81.0,64.0,91.0,reversible-scoopv-neck-tank#Black,96.0,102.0,112.0,69.0,,unknown,15.0,38.0,21.0,1.1851851851851851,1.59375,1.2307692307692308,15.0,38.0,21.0,0.1851851851851851,0.59375,0.2307692307692307,24.666666666666668,11.930353445448857,3,0,0,0.396551724137931,0.336568138651472,1,False,top,casual,plain,unknown,unknown,unknown,v_neck,unknown,black,0.4114942528735632,0.7841019334489782,0.5977980931612707,False,323.0
Emma,174.0,81.0,64.0,91.0,the-essential-pullover#SkyBlue,140.0,,137.0,68.0,,unknown,59.0,,46.0,1.728395061728395,,1.5054945054945057,59.0,,46.0,0.7283950617283951,,0.5054945054945055,52.5,9.192388155425116,2,0,1,0.3908045977011494,0.6169447836114503,2,False,top,casual,plain,unknown,unknown,unknown,unknown,unknown,blue,0.48563218390804597,0.607481719021781,0.5465569514649136,False,464.0
Emma,174.0,81.0,64.0,91.0,belle-drape-tee#Sliver,129.0,119.0,131.0,71.0,79.0,unknown,48.0,55.0,40.0,1.5925925925925926,1.859375,1.4395604395604396,48.0,55.0,40.0,0.5925925925925926,0.859375,0.4395604395604395,47.666666666666664,7.505553499465135,3,0,1,0.4080459770114942,0.6305093440510107,0,True,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,0.6475095785440613,0.573288812988832,0.6103991957664467,False,285.0
Emma,174.0,81.0,64.0,91.0,maui-stretch-tee#Black,130.0,96.0,96.0,66.0,29.0,unknown,49.0,32.0,5.0,1.6049382716049383,1.5,1.054945054945055,49.0,32.0,5.0,0.6049382716049383,0.5,0.0549450549450549,28.666666666666668,22.18858565419016,3,0,0,0.3793103448275862,0.3866277755166644,0,True,top,fitted,plain,stretch,fitted,unknown,unknown,unknown,black,0.2835249042145594,0.5430651169008982,0.41329501055772877,False,797.0
Emma,174.0,81.0,64.0,91.0,the-cut-out-shoulder-blouse#Salmon,130.0,128.0,122.0,64.0,39.0,unknown,49.0,64.0,31.0,1.6049382716049383,2.0,1.3406593406593406,49.0,64.0,31.0,0.6049382716049383,1.0,0.3406593406593406,48.0,16.522711641858304,3,0,1,0.367816091954023,0.6485325374214264,0,True,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,unknown,0.5670498084291188,0.5808383526662042,0.5739440805476614,False,389.0
Emma,174.0,81.0,64.0,91.0,layered-sleeve-top#Moss,137.0,118.0,115.0,63.0,45.0,unknown,56.0,54.0,24.0,1.691358024691358,1.84375,1.2637362637362637,56.0,54.0,24.0,0.691358024691358,0.84375,0.2637362637362637,44.666666666666664,17.925772879665004,3,0,2,0.3620689655172414,0.5996147628092072,0,True,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,red,0.5670498084291188,0.636620283114263,0.6018350457716909,False,310.0
Emma,174.0,81.0,64.0,91.0,millie-top#BlackSpot,104.0,100.0,110.0,65.0,72.0,unknown,23.0,36.0,19.0,1.2839506172839503,1.5625,1.2087912087912087,23.0,36.0,19.0,0.2839506172839506,0.5625,0.2087912087912088,26.0,8.888194417315589,3,0,0,0.3735632183908046,0.3517472753583864,0,True,top,unknown,spot,unknown,unknown,unknown,unknown,unknown,black,0.2988505747126437,0.8243098489026502,0.561580211807647,False,419.0
Emma,174.0,81.0,64.0,91.0,softly-swinging-bamboo-tee#Chambray,109.0,120.0,164.0,77.0,32.0,unknown,28.0,56.0,73.0,1.345679012345679,1.875,1.8021978021978025,28.0,56.0,73.0,0.345679012345679,0.875,0.8021978021978022,52.333333333333336,22.72296928953902,3,0,2,0.4425287356321839,0.6742922715144938,0,True,top,relaxed,plain,unknown,swing,unknown,unknown,unknown,unknown,0.5201149425287357,0.5954316508787661,0.557773296703751,False,430.0
Emma,174.0,81.0,64.0,91.0,coil-print-hi-lo-shirt#White,112.0,134.0,150.0,76.0,73.0,unknown,31.0,70.0,59.0,1.382716049382716,2.09375,1.6483516483516485,31.0,70.0,59.0,0.382716049382716,1.09375,0.6483516483516484,53.333333333333336,20.108041509140897,3,0,2,0.4367816091954023,0.7082725659114547,0,True,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,white,0.5670498084291188,0.5231202348609488,0.5450850216450338,False,466.0
Emma,174.0,81.0,64.0,91.0,raspberry-ls-tee#WhiteRaspb,112.0,112.0,118.0,73.0,70.0,positive,31.0,48.0,27.0,1.382716049382716,1.75,1.2967032967032968,31.0,48.0,27.0,0.382716049382716,0.75,0.2967032967032967,35.333333333333336,11.150485789118488,3,0,0,0.4195402298850574,0.4764731153620042,0,True,top,casual,plain,unknown,unknown,unknown,unknown,unknown,white,0.48563218390804597,0.8783224893188785,0.6819773366134623,True,133.0
Emma,174.0,81.0,64.0,91.0,mila-knit-cardigan#Clay,102.0,100.0,98.0,100.0,66.0,unknown,21.0,36.0,7.0,1.2592592592592593,1.5625,1.0769230769230769,21.0,36.0,7.0,0.2592592592592592,0.5625,0.0769230769230769,21.333333333333332,14.50287327853806,3,0,0,0.5747126436781609,0.2995607787274454,0,True,cardigan,layering,plain,knit,unknown,unknown,unknown,unknown,unknown,0.21264367816091953,0.718964469858046,0.46580407400948276,False,677.0
Emma,174.0,81.0,64.0,91.0,cara-tee-3#Mustard,100.0,98.0,106.0,67.0,28.0,unknown,19.0,34.0,15.0,1.2345679012345678,1.53125,1.164835164835165,19.0,34.0,15.0,0.2345679012345679,0.53125,0.1648351648351648,22.666666666666668,10.016652800877813,3,0,0,0.3850574712643678,0.3102176886899109,0,True,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,0.6475095785440613,0.7327817817079412,0.6901456801260013,False,118.0
Emma,174.0,81.0,64.0,91.0,the-v-neck-stripe-top#BlkStripe,165.0,,157.0,72.0,74.0,unknown,84.0,,66.0,2.037037037037037,,1.7252747252747254,84.0,,66.0,1.037037037037037,,0.7252747252747253,75.0,12.727922061357855,2,0,2,0.4137931034482758,0.8811558811558811,1,False,top,unknown,stripe,unknown,unknown,unknown,v_neck,unknown,stripe,0.3132183908045977,0.4646343318001989,0.3889263613023983,False,824.0
Emma,174.0,81.0,64.0,91.0,elcos-top#LightGrey,118.0,110.0,104.0,61.0,53.0,unknown,37.0,46.0,13.0,1.4567901234567902,1.71875,1.1428571428571428,37.0,46.0,13.0,0.4567901234567901,0.71875,0.1428571428571428,32.0,17.05872210923198,3,0,0,0.3505747126436782,0.4394657554379776,0,True,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,grey,0.5670498084291188,0.7336008959479742,0.6503253521885465,False,207.0
Emma,174.0,81.0,64.0,91.0,belle-deep-v-mesh-top#Black,164.0,134.0,116.0,68.0,65.0,unknown,83.0,70.0,25.0,2.0246913580246915,2.09375,1.2747252747252746,83.0,70.0,25.0,1.0246913580246917,1.09375,0.2747252747252747,59.333333333333336,30.43572462310259,3,0,2,0.3908045977011494,0.7977222109166554,0,True,top,romantic,plain,unknown,unknown,unknown,unknown,unknown,black,0.4252873563218391,0.4818917947606329,0.453589575541236,False,712.0
Emma,174.0,81.0,64.0,91.0,milan-stretch-top#Navy,130.0,122.0,126.0,62.0,57.0,unknown,49.0,58.0,35.0,1.6049382716049383,1.90625,1.3846153846153846,49.0,58.0,35.0,0.6049382716049383,0.90625,0.3846153846153846,47.333333333333336,11.590225767142474,3,0,1,0.3563218390804598,0.631934552073441,0,True,top,fitted,plain,stretch,fitted,unknown,unknown,unknown,navy,0.2988505747126437,0.5833174998828442,0.4410840372977439,False,755.0
Emma,174.0,81.0,64.0,91.0,walk-in-the-park-cardi#Sand,116.0,124.0,,107.0,63.0,unknown,35.0,60.0,,1.432098765432099,1.9375,,35.0,60.0,,0.4320987654320987,0.9375,,47.5,17.67766952966369,2,0,1,0.6149425287356322,0.6847993827160493,1,False,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,0.8045977011494253,0.7510734008706604,0.7778355510100429,False,38.0
Emma,174.0,81.0,64.0,91.0,the-frill-wrap-blouse#Spot,114.0,103.0,123.0,69.0,72.0,unknown,33.0,39.0,32.0,1.4074074074074074,1.609375,1.3516483516483515,33.0,39.0,32.0,0.4074074074074074,0.609375,0.3516483516483517,34.666666666666664,3.785938897200183,3,0,0,0.396551724137931,0.4561435863519197,0,True,top,elegant,spot,unknown,unknown,unknown,unknown,unknown,unknown,0.2988505747126437,0.8366562084526773,0.5677533915826605,False,404.0
Emma,174.0,81.0,64.0,91.0,paige-top#Black,73.0,59.0,,72.0,66.0,unknown,-8.0,-5.0,,0.9012345679012346,0.921875,,8.0,5.0,,0.0987654320987654,0.078125,,-6.5,2.1213203435596424,2,2,0,0.4137931034482758,0.0884452160493827,1,False,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,0.5670498084291188,0.5859595331628557,0.5765046707959872,False,381.0
Emma,174.0,81.0,64.0,91.0,long-sleeve-softly-swinging-bamboo-tee#Combat,113.0,121.0,153.0,78.0,72.0,positive,32.0,57.0,62.0,1.3950617283950617,1.890625,1.6813186813186811,32.0,57.0,62.0,0.3950617283950617,0.890625,0.6813186813186813,50.333333333333336,16.072751268321593,3,0,2,0.4482758620689655,0.655668469904581,0,True,top,relaxed,plain,unknown,swing,long,unknown,long,unknown,0.42911877394636017,0.5748556721723275,0.5019872230593438,True,579.0
Emma,174.0,81.0,64.0,91.0,sugar-snaps-layers-tank#White,126.0,132.0,139.0,67.0,,positive,45.0,68.0,48.0,1.5555555555555556,2.0625,1.5274725274725274,45.0,68.0,48.0,0.5555555555555556,1.0625,0.5274725274725275,53.666666666666664,12.503332889007368,3,0,1,0.3850574712643678,0.7151760276760277,1,False,top,casual,plain,unknown,unknown,unknown,unknown,unknown,white,0.48563218390804597,0.4643855066319495,0.47500884526999776,True,636.0
Emma,174.0,81.0,64.0,91.0,long-sleeve-softly-swinging-bamboo-tee#Copper,113.0,121.0,153.0,78.0,72.0,positive,32.0,57.0,62.0,1.3950617283950617,1.890625,1.6813186813186811,32.0,57.0,62.0,0.3950617283950617,0.890625,0.6813186813186813,50.333333333333336,16.072751268321593,3,0,2,0.4482758620689655,0.655668469904581,0,True,top,relaxed,plain,unknown,swing,long,unknown,long,unknown,0.42911877394636017,0.5748556721723275,0.5019872230593438,True,580.0
Emma,174.0,81.0,64.0,91.0,buttoned-top#Spotty,126.0,,146.0,65.0,25.0,unknown,45.0,,55.0,1.5555555555555556,,1.6043956043956045,45.0,,55.0,0.5555555555555556,,0.6043956043956044,50.0,7.0710678118654755,2,0,1,0.3735632183908046,0.5799755799755799,1,False,top,unknown,spot,unknown,unknown,unknown,unknown,unknown,unknown,0.4482758620689655,0.6315481152201555,0.5399119886445605,False,475.0
Emma,174.0,81.0,64.0,91.0,sequin-star-tee#Navy,106.0,120.0,136.0,74.0,30.0,unknown,25.0,56.0,45.0,1.308641975308642,1.875,1.4945054945054943,25.0,56.0,45.0,0.3086419753086419,0.875,0.4945054945054945,42.0,15.716233645501712,3,0,1,0.425287356321839,0.5593824899380455,0,True,top,casual,sequin,sequin,unknown,unknown,unknown,unknown,navy,0.24827586206896549,0.7029469967865501,0.4756114294277578,False,634.0
Emma,174.0,81.0,64.0,91.0,sky-jumper-1#Clouds,136.0,128.0,126.0,55.0,60.0,unknown,55.0,64.0,35.0,1.6790123456790125,2.0,1.3846153846153846,55.0,64.0,35.0,0.6790123456790124,1.0,0.3846153846153846,51.333333333333336,14.84362938547488,3,0,2,0.3160919540229885,0.6878759100981323,0,True,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,0.8045977011494253,0.5177002360482638,0.6611489685988445,False,189.0
Emma,174.0,81.0,64.0,91.0,softly-swinging-bamboo-tee#Jewel,109.0,120.0,164.0,77.0,32.0,unknown,28.0,56.0,73.0,1.345679012345679,1.875,1.8021978021978025,28.0,56.0,73.0,0.345679012345679,0.875,0.8021978021978022,52.333333333333336,22.72296928953902,3,0,2,0.4425287356321839,0.6742922715144938,0,True,top,relaxed,plain,unknown,swing,unknown,unknown,unknown,unknown,0.5201149425287357,0.5954316508787661,0.557773296703751,False,431.0
Emma,174.0,81.0,64.0,91.0,roll-neck-jumper-3#GreyMarl,100.0,100.0,100.0,68.0,54.0,unknown,19.0,36.0,9.0,1.2345679012345678,1.5625,1.098901098901099,19.0,36.0,9.0,0.2345679012345679,0.5625,0.0989010989010989,21.333333333333332,13.650396819628844,3,0,0,0.3908045977011494,0.2986563333785555,0,True,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,grey,0.40229885057471265,0.7108009663789244,0.5565499084768185,False,439.0
Emma,174.0,81.0,64.0,91.0,the-relaxed-batwing-top#Denim%20Blue,172.0,,166.0,66.0,67.0,unknown,91.0,,75.0,2.123456790123457,,1.824175824175824,91.0,,75.0,1.123456790123457,,0.8241758241758241,83.0,11.31370849898476,2,0,2,0.3793103448275862,0.9738163071496404,1,False,top,relaxed,plain,unknown,relaxed,batwing,unknown,unknown,blue,0.32950191570881227,0.432509535835248,0.3810057257720301,False,831.0
Emma,174.0,81.0,64.0,91.0,sunshine-in-me-tee-1#GreyMarle,127.0,,,73.0,,unknown,46.0,,,1.567901234567901,,,46.0,,,0.5679012345679012,,,46.0,,1,0,0,0.4195402298850574,0.5679012345679012,3,False,top,casual,plain,unknown,unknown,unknown,unknown,unknown,grey,0.48563218390804597,0.8243951359251942,0.6550136599166201,False,199.0
Emma,174.0,81.0,64.0,91.0,the-boat-neck-top#Navy,57.0,53.0,62.0,62.0,64.0,unknown,-24.0,-11.0,-29.0,0.7037037037037037,0.828125,0.6813186813186813,24.0,11.0,29.0,0.2962962962962963,0.171875,0.3186813186813186,-21.333333333333332,9.291573243177568,3,3,0,0.3563218390804598,0.2622842049925383,0,True,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,0.5977011494252874,0.718951054333663,0.6583261018794753,False,194.0
Emma,174.0,81.0,64.0,91.0,belle-v-neck-forgiver-tunic#Scarlett,125.0,121.0,132.0,83.0,74.0,positive,44.0,57.0,41.0,1.5432098765432098,1.890625,1.4505494505494505,44.0,57.0,41.0,0.5432098765432098,0.890625,0.4505494505494505,47.333333333333336,8.504900548115383,3,0,1,0.4770114942528735,0.6281281090308868,0,True,top,romantic,plain,unknown,unknown,unknown,v_neck,unknown,unknown,0.4540229885057471,0.5763158568292956,0.5151694226675214,True,532.0
Emma,174.0,81.0,64.0,91.0,the-oversize-knit#Ink,180.0,,,73.0,27.0,unknown,99.0,,,2.2222222222222223,,,99.0,,,1.2222222222222223,,,99.0,,1,0,1,0.4195402298850574,1.2222222222222223,2,False,unknown,unknown,plain,knit,oversized,unknown,unknown,unknown,unknown,0.2681992337164751,0.6871439176148448,0.47767157566566,False,630.0
Emma,174.0,81.0,64.0,91.0,monaco-knot-top#Black,86.0,76.0,82.0,64.0,70.0,unknown,5.0,12.0,-9.0,1.0617283950617284,1.1875,0.9010989010989012,5.0,12.0,9.0,0.0617283950617283,0.1875,0.0989010989010989,2.6666666666666665,10.692676621563626,3,1,0,0.367816091954023,0.1160431646542757,0,True,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,0.5670498084291188,0.4528605070430336,0.5099551577360761,False,555.0
